parent_name	code	description	tags	budget_total	FOP	util	rozvytok	prc
Апарат Міністерства соціальної політики України	2501470	"Санаторно-курортне лікування ветеранів війни, осіб, на яких поширюється чинність законів України ""Про статус ветеранів війни, гарантії їх соціального захисту"", ""Про жертви нацистських переслідувань"" та інвалідів"	Міністерство соціальної політики України	130707	52411.4	29578.5	104.1	17.88697015
Апарат Міністерства соціальної політики України	2501480	Надання щомісячної адресної допомоги внутрішньо переміщеним особам для покриття витрат на проживання, в тому числі на оплату житлово-комунальних послуг	Міністерство соціальної політики України	3263665	0	0	0	3.224890724
Апарат Міністерства соціальної політики України	2501500	Фінансова підтримка заходів із залучення до роботи членів малозабезпечених сімей та внутрішньо переміщених осіб в умовах експерименту	Міністерство соціальної політики України	20000	0	0	18000	-
Апарат Міністерства соціальної політики України	2501570	Виплата матеріальної допомоги військовослужбовцям, звільненим з  військової строкової служби	Міністерство соціальної політики України	40993	0	0	0	108.4112945
Апарат Міністерства соціальної політики України	2501590	Компенсація роботодавцю частини фактичних витрат, пов’язаних зі сплатою єдиного внеску на загальнообов’язкове державне соціальне страхування	Міністерство соціальної політики України	1400	0	0	0	0
Апарат Міністерства соціальної політики України	2501630	Модернізація системи соціальної підтримки населення України	Міністерство соціальної політики України	471112.6	0	0	296314.3	?
Апарат Міністерства соціальної політики України	2501640	Соціальна підтримка громад	Міністерство соціальної політики України	11424	0	0	0	-
Апарат Міністерства соціальної політики України	2501650	Інвестиції на підтримку соціального розвитку територіальних громад	Міністерство соціальної політики України	17463.4	0	0	2470	-
Державна служба з питань праці	2502010	Керівництво та управління у сфері промислової безпеки, охорони та гігієни праці, нагляду за додержанням законодавства про працю	Міністерство соціальної політики України	411860	320167.8	7187.8	0	78.36657375
Державна служба з питань праці	2502020	Прикладні дослідження та розробки, підготовка наукових кадрів у сфері промислової безпеки та охорони праці	Міністерство соціальної політики України	8782.6	0	0	8782.6	81.1233581
Державна служба України у справах ветеранів війни та учасників антитерористичної операції	2505010	Керівництво та управління у сфері соціального захисту ветеранів війни та учасників антитерористичної операції	Міністерство соціальної політики України	19965	14267.5	904.6	0	47.66741293
Державна служба України у справах ветеранів війни та учасників антитерористичної операції	2505150	Заходи із психологічної реабілітації, соціальної та професійної адаптації учасників антитерористичної операції та забезпечення постраждалих учасників антитерористичної операції санаторно-курортним лікуванням	Міністерство соціальної політики України	107623.8	0	0	7624	24.06607731
Пенсійний фонд України	2506080	Фінансове забезпечення виплати пенсій, надбавок та підвищень до пенсій, призначених за пенсійними програмами, та дефіциту коштів Пенсійного фонду	Міністерство соціальної політики України	141315405.1	0	0	0	-0.891265258
Фонд соціального захисту інвалідів	2507030	Заходи із соціальної, трудової та професійної реабілітації інвалідів	Міністерство соціальної політики України	1301932	31215.4	11623.8	40400.3	-8.672561562
Фонд соціального захисту інвалідів	2507040	Забезпечення діяльності Фонду соціального захисту інвалідів	Міністерство соціальної політики України	50088.6	33910	1446.6	0	52.49537029
Фонд соціального захисту інвалідів	2507100	Реабілітація дітей-інвалідів	Міністерство соціальної політики України	675	0	0	0	6.416037297
Міністерство соціальної політики України (загальнодержавні витрати)	2511110	Субвенція з державного бюджету місцевим бюджетам на виплату державної соціальної допомоги на дітей-сиріт та дітей, позбавлених батьківського піклування, грошового забезпечення батькам-вихователям і прийомним батькам за надання соціальних послуг у дитячих будинках сімейного типу та прийомних сім’ях за принципом „гроші ходять за дитиною”, оплату послуг із здійснення патронату над дитиною та виплату соціальної допомоги на утримання дитини в сім’ї патронатного вихователя	Міністерство соціальної політики України	850922.6	0	0	0	42.4307371
Міністерство соціальної політики України (загальнодержавні витрати)	2511120	"Субвенція з державного бюджету місцевим бюджетам на виплату грошової компенсації за належні для отримання жилі приміщення для сімей загиблих осіб, визначених абзацами 5-8 пункту 1 статті 10, а також для осіб з інвалідністю І-ІІ групи, визначених пунктами 11-14 частини другої статті 7 Закону України ""Про статус ветеранів війни, гарантії їх соціального захисту"", та осіб, які втратили функціональні можливості нижніх кінцівок, інвалідність яких настала внаслідок поранення, контузії, каліцтва або захворювання, одержаних під час безпосередньої участі в антитерористичній операції, та потребують поліпшення житлових умов"	Міністерство соціальної політики України	329812.8	0	0	329812.8	-20.72914746
Міністерство соціальної політики України (загальнодержавні витрати)	2511170	"Субвенція з державного бюджету міським бюджетам мм. Дніпра, Києва, Львова та Одеси на проведення робіт, пов'язаних зі створенням і забезпеченням функціонування центрів надання адміністративних послуг у форматі ""Прозорий офіс"" "	Міністерство соціальної політики України	63562.1	0	0	63562.1	216.2338154
Апарат Міністерства регіонального розвитку, будівництва та житлово-комунального господарства України	2751010	Керівництво та управління у сфері регіонального розвитку, будівництва та житлово-комунального господарства	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	86391	61990.2	3600.8	0	70.8202583
Апарат Міністерства регіонального розвитку, будівництва та житлово-комунального господарства України	2751030	Дослідження, наукові і науково-технічні розробки у сфері будівництва, житлово-комунального господарства та регіонального розвитку, виконання робіт за державними цільовими програмами у сфері розвитку житлово-комунального господарства, наукові розробки із нормування та стандартизації у сфері будівництва та житлової політики, дослідження збереження та вивчення видів флори у спеціально створених умовах	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	6198.8	972	285.2	4694.2	25.00984038
Апарат Міністерства регіонального розвитку, будівництва та житлово-комунального господарства України	2751070	Функціонування Державної науково-технічної бібліотеки	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	7399.2	3980.7	510.2	10	42.51476227
Апарат Міністерства регіонального розвитку, будівництва та житлово-комунального господарства України	2751270	Підтримка регіональної політики України	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	1000	0	0	1000	-
Апарат Міністерства регіонального розвитку, будівництва та житлово-комунального господарства України	2751290	Функціонування Фонду енергоефективності	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	400000	0	0	400000	-
Апарат Міністерства регіонального розвитку, будівництва та житлово-комунального господарства України	2751370	Фінансова підтримка Державного фонду сприяння молодіжному житловому будівництву	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	6850	0	0	0	0.001485424
Апарат Міністерства регіонального розвитку, будівництва та житлово-комунального господарства України	2751380	Часткова компенсація відсоткової ставки кредитів комерційних банків молодим сім'ям та одиноким молодим громадянам на будівництво (реконструкцію) та придбання житла	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	61406.4	0	0	0	15.04284769
Апарат Міністерства регіонального розвитку, будівництва та житлово-комунального господарства України	2751420	"Збільшення статутного капіталу Державної спеціалізованої фінансової установи ""Державний фонд сприяння молодіжному житловому будівництву"" з подальшим використанням на реалізацію Державної програми забезпечення молоді житлом"	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	28000	0	0	0	16.66666667
Апарат Міністерства регіонального розвитку, будівництва та житлово-комунального господарства України	2751470	Здешевлення вартості іпотечних кредитів для забезпечення доступним житлом громадян, які потребують поліпшення житлових умов	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	81102.5	0	0	0	17.91689216
Апарат Міністерства регіонального розвитку, будівництва та житлово-комунального господарства України	2751520	"Реалізація проекту ""Реконструкція споруд очистки стічних каналізаційних вод і будівництво технологічної лінії по обробці та утилізації осадів Бортницької станції аерації"""	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	20000	0	0	20000	-77.53738575
Апарат Міністерства регіонального розвитку, будівництва та житлово-комунального господарства України	2751610	Фінансування заходів по забезпеченню впровадження та координації проекту розвитку міської інфраструктури, заходів в секторі централізованого теплопостачання України, надзвичайної кредитної програми для України, програми розвитку муніципальної інфраструктури України та заходів з відновлення сходу України	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	38800	1241.8	0	503.5	210.0770644
Апарат Міністерства регіонального розвитку, будівництва та житлово-комунального господарства України	2751630	Реалізація надзвичайної  кредитної  програми для відновлення України	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	55000	0	0	55000	-
Державна архітектурно-будівельна інспекція України	2752010	Керівництво та управління у сфері архітектурно-будівельного контролю та нагляду	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	133712.1	100512.4	4571.9	0	68.25339523
Державне агентство з енергоефективності та енергозбереження України	2754010	Керівництво та управління у сфері ефективного використання енергетичних ресурсів	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	40488.7	32301.6	690.9	0	79.43312895
Державне агентство з енергоефективності та енергозбереження України	2754060	Реалізація Державної цільової економічної програми енергоефективності	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	400000	0	0	11850	-53.52356623
Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	2761070	Державний фонд регіонального розвитку	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	3500000	0	0	3500000	29.89225564
Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	2761130	Субвенція з державного бюджету місцевим бюджетам на формування інфраструктури об'єднаних територіальних громад	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	1500000	0	0	1500000	58.63651329
Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	2761350	Субвенція з державного бюджету місцевим бюджетам на фінансування заходів соціально-економічної компенсації ризику населення, яке проживає на території зони спостереження	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	137499.5	0	0	123749.5	41.26079306
Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	2761520	Субвенція з державного бюджету місцевим бюджетам на погашення різниці між фактичною вартістю теплової енергії, послуг з централізованого опалення, постачання гарячої води, централізованого водопостачання та водовідведення, постачання холодної води та водовідведення (з використанням внутрішньобудинкових систем), що вироблялися, транспортувалися та постачалися населенню та/або іншим підприємствам теплопостачання, централізованого питного водопостачання та водовідведення, які надають населенню такі послуги, та тарифами, що затверджувалися та/або погоджувалися органами державної влади чи місцевого самоврядування	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	5000000	0	0	0	-
Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	2761600	Субвенція з державного бюджету місцевим бюджетам на реалізацію проектів в рамках Надзвичайної кредитної програми для відновлення України	Міністерство регіонального розвитку, будівництва та житлово-комунального господарства України	2145000	0	0	2145000	-
Апарат Міністерства аграрної політики та продовольства України	2801010	Загальне керівництво та управління у сфері агропромислового комплексу	Міністерство аграрної політики та продовольства України	122250.9	58092	1930.8	0	42.50377893
Апарат Міністерства аграрної політики та продовольства України	2801030	Фінансова підтримка заходів в агропромисловому комплексі шляхом здешевлення кредитів	Міністерство аграрної політики та продовольства України	300000	0	0	300000	7.213972274
Апарат Міністерства аграрної політики та продовольства України	2801050	Дослідження, прикладні наукові та науково-технічні розробки, виконання робіт за державними цільовими програмами і державним замовленням у сфері розвитку агропромислового комплексу, підготовка наукових кадрів, наукові розробки у сфері стандартизації та сертифікації сільськогосподарської продукції, дослідження та експериментальні розробки у сфері агропромислового комплексу	Міністерство аграрної політики та продовольства України	120017.5	0	0	120017.5	21.62714923
Апарат Міністерства аграрної політики та продовольства України	2801130	Підвищення кваліфікації фахівців агропромислового комплексу	Міністерство аграрної політики та продовольства України	18986.7	11365.3	1697.9	195	74.38579806
Апарат Міністерства аграрної політики та продовольства України	2801160	"Ліквідація та екологічна реабілітація території впливу гірничих робіт державного підприємства ""Солотвинський солерудник"" Тячівського району Закарпатської області"	Міністерство аграрної політики та продовольства України	8024	0	0	5000	167.0261225
Апарат Міністерства аграрної політики та продовольства України	2801180	Фінансова підтримка заходів в агропромисловому комплексі	Міністерство аграрної політики та продовольства України	60000	0	0	60000	-
Апарат Міністерства аграрної політики та продовольства України	2801250	Витрати Аграрного фонду пов'язані з комплексом заходів із  зберігання, перевезення, переробки та експортом об'єктів державного цінового регулювання державного інтервенційного фонду	Міністерство аграрної політики та продовольства України	51400	0	0	0	102.3973347
Апарат Міністерства аграрної політики та продовольства України	2801310	Організація і регулювання діяльності установ в системі агропромислового комплексу та забезпечення діяльності Аграрного фонду	Міністерство аграрної політики та продовольства України	108004.7	69210.4	1884.6	5500	72.59777832
Апарат Міністерства аграрної політики та продовольства України	2801350	Державна підтримка розвитку хмелярства, закладення молодих садів, виноградників та ягідників і нагляд за ними	Міністерство аграрної політики та продовольства України	75000	0	0	75000	-
Апарат Міністерства аграрної політики та продовольства України	2801540	Державна підтримка галузі тваринництва	Міністерство аграрної політики та продовольства України	170000	0	0	170000	466.9366608
Апарат Міністерства аграрної політики та продовольства України	2801580	Фінансова підтримка сільгосптоваровиробників	Міністерство аграрної політики та продовольства України	4774300	0	0	4774300	-
Державна служба України з питань геодезії, картографії та кадастру	2803010	Керівництво та управління у сфері геодезії, картографії та кадастру	Міністерство аграрної політики та продовольства України	998922.9	728861.7	31445.8	0	-
Державна служба України з питань геодезії, картографії та кадастру	2803020	Проведення земельної реформи	Міністерство аграрної політики та продовольства України	104800	0	0	100915	-
Державна служба України з питань геодезії, картографії та кадастру	2803030	Загальнодержавні топографо-геодезичні та картографічні роботи, демаркація та делімітація державного кордону	Міністерство аграрної політики та продовольства України	5034.3	0	0	5034.3	-
Державне агентство рибного господарства України	2804010	Керівництво та управління у сфері рибного господарства	Міністерство аграрної політики та продовольства України	277973.6	164264.2	2871.6	40000	137.9452993
Державне агентство рибного господарства України	2804020	Організація діяльності рибовідтворювальних комплексів та інших бюджетних установ  у сфері рибного господарства	Міністерство аграрної політики та продовольства України	52783	31971.7	6380	0	36.02214544
Державне агентство рибного господарства України	2804030	Прикладні науково-технічні розробки, виконання робіт за державними замовленнями у сфері рибного господарства	Міністерство аграрної політики та продовольства України	870.1	0	0	870.1	16.74493493
Державне агентство рибного господарства України	2804070	Селекція у рибному господарстві та відтворення водних біоресурсів у внутрішніх водоймах та Азово-Чорноморському басейні	Міністерство аграрної політики та продовольства України	40000	0	0	40000	-
Державне агентство рибного господарства України	2804090	Міжнародна діяльність у галузі рибного  господарства	Міністерство аграрної політики та продовольства України	6479.8	0	0	0	45.75957814
Державне агентство лісових ресурсів України	2805010	Керівництво та управління у сфері лісового господарства	Міністерство аграрної політики та продовольства України	96571.5	69765.1	2221.5	6950	96.03499816
Державне агентство лісових ресурсів України	2805020	Дослідження, прикладні розробки  та підготовка наукових кадрів у сфері лісового господарства	Міністерство аграрної політики та продовольства України	10403.4	0	0	10403.4	22.76530249
Державне агентство лісових ресурсів України	2805060	Ведення лісового і мисливського господарства, охорона і захист лісів в лісовому фонді	Міністерство аграрної політики та продовольства України	140956.2	81352.6	1286.5	26431.1	60.14189591
Державна служба України з питань безпечності харчових продуктів та захисту споживачів	2809010	Керівництво та управління у сфері безпечності харчових продуктів та захисту споживачів	Міністерство аграрної політики та продовольства України	1174347.5	819585.4	21887.4	8745.1	71.20891247
Державна служба України з питань безпечності харчових продуктів та захисту споживачів	2809020	Протиепізоотичні заходи та участь у  Міжнародному епізоотичному бюро	Міністерство аграрної політики та продовольства України	113656.7	0	0	3000	101.1891586
Державна служба України з питань безпечності харчових продуктів та захисту споживачів	2809030	Організація та регулювання діяльності установ в системі Державної служби України з питань безпечності харчових продуктів та захисту споживачів	Міністерство аграрної політики та продовольства України	486782.5	267691.6	11629.7	31073.8	5.253450652
Державна служба України з питань безпечності харчових продуктів та захисту споживачів	2809040	Проведення лабораторних випробувань, вимірювань, досліджень та експертизи під час здійснення державного контролю (нагляду)	Міністерство аграрної політики та продовольства України	124697.8	0	0	0	?
Апарат Міністерства інфраструктури України	3101010	Загальне керівництво та управління у сфері інфраструктури	Міністерство інфраструктури України	64123.2	42804	5194.2	0	47.23488993
Апарат Міністерства інфраструктури України	3101210	Підтримка експлуатаційно-безпечного стану судноплавних шлюзів, внутрішніх водних шляхів, в тому числі на проведення днопоглиблювальних робіт	Міністерство інфраструктури України	39039.7	0	0	39039.7	0
Апарат Міністерства інфраструктури України	3101230	Здійснення заходів щодо підтримки впровадження транспортної стратегії України	Міністерство інфраструктури України	1000	0	0	1000	-85.8917434
Адміністрація Державної спеціальної служби транспорту України	3105010	Забезпечення діяльності Державної спеціальної служби транспорту	Міністерство інфраструктури України	491744.3	293933	17380	22875	35.2016891
Державне агентство інфраструктурних проектів України	3107010	Організаційне забезпечення реалізації інфраструктурних проектів	Міністерство інфраструктури України	2014.8	1486.2	117.7	0	379.9218062
Державна авіаційна служба України	3108010	Керівництво та управління у сфері авіаційного транспорту	Міністерство інфраструктури України	190040	109822.8	2319.8	5265.4	131.4807685
Державна служба України з безпеки на транспорті	3109010	Здійснення державного контролю з питань безпеки на транспорті	Міністерство інфраструктури України	122614.8	89877.2	4910.3	0	69.00727626
Державне агентство автомобільних доріг України	3111010	Керівництво та управління у сфері будівництва, ремонту та утримання автомобільних доріг	Державне агентство автомобільних доріг України	45872.1	25920.8	1309	2500	310.2310136
Державне агентство автомобільних доріг України	3111020	Розвиток мережі та утримання автомобільних доріг загального користування	Державне агентство автомобільних доріг України	6591011.8	0	0	6552211.4	-29.70380003
Державне агентство автомобільних доріг України	3111030	Виконання боргових зобов'язань за запозиченнями, залученими державою або під державні гарантії на розвиток мережі автомобільних доріг  загального користування	Державне агентство автомобільних доріг України	7328858.2	0	0	0	32.40820189
Державне агентство автомобільних доріг України	3111040	Будівництво мостового переходу у м. Запоріжжя	Державне агентство автомобільних доріг України	250000	0	0	250000	-
Державне агентство автомобільних доріг України	3111610	Розбудова прикордонної дорожньої інфраструктури на українсько-польському кордоні	Державне агентство автомобільних доріг України	47083.2	0	0	47083.2	-
Державне агентство автомобільних доріг України	3111800	"Реалізація державного інвестиційного проекту ""Покращення стану автомобільних доріг загального користування у Львівській області"""	Державне агентство автомобільних доріг України	250000	0	0	250000	48.33932779
Державне агентство автомобільних доріг України	3111820	Розвиток автомобільної дороги Р-52 Дніпропетровськ-Царичанка-Кобеляки-Решетилівка	Державне агентство автомобільних доріг України	350000	0	0	350000	-
Міністерство молоді та спорту України	3401010	Керівництво та управління у сфері молоді та спорту	Міністерство молоді та спорту України	42901.4	31884	1056.7	768	69.86289254
Міністерство молоді та спорту України	3401040	Фундаментальні та прикладні наукові дослідження у сфері молоді та спорту	Міністерство молоді та спорту України	6410.9	0	0	6410.9	15.27867452
Міністерство молоді та спорту України	3401060	Методичне забезпечення у сфері спорту	Міністерство молоді та спорту України	1095.3	831	36.5	0	48.1937692
Міністерство молоді та спорту України	3401070	Здійснення заходів державної політики з питань молоді та державна підтримка молодіжних та дитячих громадських організацій	Міністерство молоді та спорту України	27500	0	0	0	65.64094166
Міністерство молоді та спорту України	3401110	Розвиток спорту інвалідів та їх фізкультурно-спортивна реабілітація	Міністерство молоді та спорту України	319556.1	78705.7	120.7	19533	54.58472828
Міністерство молоді та спорту України	3401120	Підготовка і участь національних збірних команд в Паралімпійських  і Дефлімпійських іграх	Міністерство молоді та спорту України	329912.7	0	0	0	28.51437841
Міністерство молоді та спорту України	3401220	Розвиток фізичної культури, спорту вищих досягнень та резервного спорту	Міністерство молоді та спорту України	1088976.6	282518.8	2769.9	85000	58.28992976
Міністерство молоді та спорту України	3401280	Фінансова підтримка громадських організацій фізкультурно-спортивного спрямування	Міністерство молоді та спорту України	46548	0	0	0	33.83969497
Міністерство молоді та спорту України	3401320	Підготовка і участь національних збірних команд в Олімпійських, Юнацьких Олімпійських, Всесвітніх та Європейських іграх	Міністерство молоді та спорту України	143402.6	0	0	16230.9	-8.488592128
Апарат Міністерства фінансів України	3501010	Керівництво та управління у сфері фінансів	Міністерство фінансів України	338855.8	141500.9	7380.4	129000	120.5948058
Апарат Міністерства фінансів України	3501100	Наукове і науково-методичне забезпечення у сфері виробництва і використання дорогоцінного і напівдорогоцінного каміння та забезпечення виробничих та соціально-культурних потреб у дорогоцінних металах і дорогоцінному камінні 	Міністерство фінансів України	12842.3	8336.4	492.9	14.Сер	-79.20901439
Апарат Міністерства фінансів України	3501140	Внески до міжнародних організацій	Міністерство фінансів України	653000	0	0	0	285.9087658
Апарат Міністерства фінансів України	3501220	Підтримка культурно-оздоровчих та соціальних заходів фінансової системи	Міністерство фінансів України	6106.1	2948.5	1176.5	57.2	51.40637481
Апарат Міністерства фінансів України	3501480	Побудова та функціонування інформаційно-аналітичної платформи верифікації та інші заходи, пов’язані з її впровадженням	Міністерство фінансів України	19905.2	0	0	19905.2	516.1695212
Державна казначейська служба України	3504010	Керівництво та управління у сфері казначейського обслуговування	Міністерство фінансів України	1361093.9	1012173.2	58042.3	5473.4	46.12962209
