parent_name	code	description	tags	budget_total	FOP	util	rozvytok	prc
Апарат Міністерства культури України	1801130	Гранти Президента України молодим діячам мистецтва для створення і реалізації творчих проектів, премії і стипендії за видатні досягнення у галузі культури, літератури, мистецтва	Міністерство культури України	16373	0	0	0	81.65333492
Апарат Міністерства культури України	1801170	Здійснення концертно-мистецьких та культурологічних загальнодержавних заходів, заходів з виявлення та підтримки творчо обдарованих дітей та молоді, заходів, пов'язаних із забезпеченням свободи совісті та релігії, державна підтримка регіональних культурних ініціатив та аматорського мистецтва, поповнення експозицій музеїв та репертуарів театрів, концертних та циркових організацій, забезпечення розвитку та застосування української мови	Міністерство культури України	80348.1	0	0	54998.1	1.520987095
Апарат Міністерства культури України	1801190	Забезпечення діяльності національних музеїв, національних і державних бібліотек та культурно-просвітницьких центрів	Міністерство культури України	536413.4	386921.1	26453.7	6443.3	53.5255831
Апарат Міністерства культури України	1801260	Заходи з відтворення культури національних меншин, заходи Української Всесвітньої Координаційної Ради, заходи з реалізації Європейської хартії регіональних мов або мов меншин, заходи щодо встановлення культурних зв'язків з українською діаспорою, заходи щодо зміцнення зв'язків закордонних українців з Україною та забезпечення міжнародної діяльності у сфері міжнаціональних відносин	Міністерство культури України	1800	0	0	0	200.7927443
Апарат Міністерства культури України	1801280	"Будівництво другої черги Національного музею ""Меморіал жертв голодомору"""	Міністерство культури України	14250	0	0	14250	-
Апарат Міністерства культури України	1801300	Фінансова підтримка друкованих періодичних видань культурологічного напрямку, газет мовами національних меншин, фінансова підтримка гастрольної діяльності вітчизняних виконавців	Міністерство культури України	7431.4	0	0	0	1.534688607
Апарат Міністерства культури України	1801480	"Надання фінансової підтримки державному підприємству ""Кримський дім"""	Міністерство культури України	3843.4	0	0	0	39.81992326
Апарат Міністерства культури України	1801490	Збереження історико-культурної та архітектурної спадщини в національних і державних заповідниках, здійснення заходів з охорони культурної спадщини, паспортизація, інвентаризація та реставрація пам'яток архітектури, культури та світової спадщини ЮНЕСКО	Міністерство культури України	338973.5	231364	17706.6	9466	46.52488524
Апарат Міністерства культури України	1801560	"Забезпечення діяльності Українського інституту книги, випуск книжкової продукції за програмою ""Українська книга"""	Міністерство культури України	80000	8952.6	61.5	0	-
Апарат Міністерства культури України	1801820	 Комплексна реставрація і пристосування ансамблю Жовківського замку Державного історико-архітектурного заповідника у м. Жовкві	Міністерство культури України	10000	0	0	10000	-
Апарат Міністерства культури України	1801830	Реставрація з переплануванням горищних приміщень в буд. № 5. на вул. Нижанківського під навчальні приміщення Львівської національної музичної академії ім. М.В. Лисенка в межах об’єму існуючого горища. Без зміни конфігурації даху	Міністерство культури України	3675.3	0	0	3675.3	-
Державне агентство України з питань кіно	1806010	Керівництво та управління у сфері кінематографії	Міністерство культури України	8732.5	6958.2	132.4	0	56.79184476
Державне агентство України з питань кіно	1806030	"Створення та розповсюдження національних фільмів, фінансова підтримка державного підприємства ""Національний центр Олександра Довженка"""	Міністерство культури України	501500	0	0	50	99.38684383
Державне агентство України з питань кіно	1806050	Здійснення концертно-мистецьких, культурологічних заходів у сфері кінематографії, фінансова підтримка Національної спілки кінематографістів України	Міністерство культури України	5300	0	0	0	60.76273412
Державне агентство України з питань кіно	1806060	Гранти Президента України молодим діячам мистецтва для створення і реалізації творчих проектів в сфері кінематографії та премії за видатні досягнення у галузі кінематографії	Міністерство культури України	420	0	0	0	320
Український інститут національної пам'яті	1809010	Керівництво та управління у сфері відновлення та збереження національної пам’яті	Міністерство культури України	13171.1	10448.4	175	0	60.04186939
Український інститут національної пам'яті	1809020	Заходи з реалізації державної політики у сфері відновлення та збереження національної пам’яті, забезпечення діяльності Національного меморіального комплексу Героїв Небесної Сотні - Музею Революції гідності та Галузевого державного архіву Українського інституту національної пам’яті	Міністерство культури України	13569	3692.1	462	5000	173.5473623
Апарат Міністерства оборони України	2101010	Керівництво та військове управління Збройними Силами України	Міністерство оборони України	384518.7	304969.6	4937.8	2700	15.25924619
Апарат Міністерства оборони України	2101020	Забезпечення діяльності Збройних Сил України та підготовка військ	Міністерство оборони України	52112650.1	26732042.3	1908728	5400308.9	10.17734514
Апарат Міністерства оборони України	2101080	Медичне лікування, реабілітація та санаторне забезпечення особового складу Збройних Сил України, ветеранів військової служби та членів їх сімей, ветеранів війни	Міністерство оборони України	1923930.5	1178641.5	16641.8	144669.8	-3.519993554
Апарат Міністерства оборони України	2101100	Підготовка військових фахівців у вищих навчальних закладах, підвищення кваліфікації та перепідготовка військових фахівців і державних службовців, початкова військова підготовка та патріотичне виховання молоді	Міністерство оборони України	2154744.8	1571836.5	0	20596.1	8.397629055
Апарат Міністерства оборони України	2101150	Розвиток озброєння та військової техніки Збройних Сил України	Міністерство оборони України	6471195.2	0	0	6471195.2	12.17617407
Апарат Міністерства оборони України	2101190	Будівництво (придбання) житла для військовослужбовців Збройних Сил України	Міністерство оборони України	751022.3	0	0	751022.3	17.73146341
Апарат Міністерства оборони України	2101210	Утилізація боєприпасів, рідинних компонентів ракетного палива, озброєння, військової техніки та іншого військового майна, забезпечення живучості та вибухопожежобезпеки арсеналів, баз і складів Збройних Сил України	Міністерство оборони України	140827.4	0	0	114048.5	84.77115795
Апарат Міністерства оборони України	2101450	Видатки для Міністерства оборони України на реалізацію заходів щодо підвищення обороноздатності і безпеки держави	Міністерство оборони України	527900	0	0	527900	-
Апарат Міністерства освіти і науки України	2201010	Загальне керівництво та управління у сфері освіти і науки	Міністерство освіти і науки України	75379.6	53596.8	3613.8	0	-77.66958612
Апарат Міністерства освіти і науки України	2201020	Забезпечення організації роботи Національного агентства із забезпечення якості вищої освіти	Міністерство освіти і науки України	12664.2	9165.1	239.4	0	?
Апарат Міністерства освіти і науки України	2201030	Підготовка кадрів у професійно-технічних навчальних закладах за професіями загальнодержавного значення	Міністерство освіти і науки України	119600.8	0	0	0	-
Апарат Міністерства освіти і науки України	2201040	Дослідження, наукові та науково-технічні розробки, виконання робіт за державними цільовими програмами та державним замовленням, підготовка наукових кадрів, фінансова підтримка преси, розвитку наукової інфраструктури, наукових об'єктів, що становлять національне надбання, забезпечення діяльності Державного фонду фундаментальних досліджень	Міністерство освіти і науки України	864043.2	7197.8	368	843127.8	24.06772138
Апарат Міністерства освіти і науки України	2201080	Державні премії, стипендії та гранти в галузі освіти, науки і техніки, стипендії переможцям міжнародних конкурсів	Міністерство освіти і науки України	22939.4	178.4	0	0	-0.164502955
Апарат Міністерства освіти і науки України	2201100	Надання освіти у загальноосвітніх школах соціальної реабілітації, загальноосвітніх ліцеях-інтернатах, гімназіях-інтернатах з посиленою військово-фізичною підготовкою та інших загальноосвітніх навчальних закладах державної форми власності 	Міністерство освіти і науки України	140814.3	76363.7	17163.4	212.7	28.17235845
Апарат Міністерства освіти і науки України	2201120	Забезпечення діяльності Національного центру «Мала академія наук України», надання позашкільної освіти державними позашкільними навчальними закладами, заходи з позашкільної роботи	Міністерство освіти і науки України	89238.8	31363.4	3628.8	23240	81.17867705
Апарат Міністерства освіти і науки України	2201130	Підготовка робітничих кадрів у професійно-технічних навчальних закладах соціальної реабілітації та адаптації, методичне забезпечення закладів професійно-технічної освіти	Міністерство освіти і науки України	192277.4	151127.8	4291.4	227.3	51.39982954
Апарат Міністерства освіти і науки України	2201150	Підготовка кадрів вищими навчальними закладами І і ІІ рівнів акредитації та забезпечення діяльності їх баз практики	Міністерство освіти і науки України	4708344.6	0	0	52100	-3.76264524
Апарат Міністерства освіти і науки України	2201160	Підготовка кадрів вищими навчальними закладами ІІІ і ІV рівнів акредитації та забезпечення діяльності їх баз практики	Міністерство освіти і науки України	19531459.5	0	0	688358	-2.393603855
Апарат Міністерства освіти і науки України	2201170	Здійснення методичного та матеріально-технічного забезпечення діяльності навчальних закладів 	Міністерство освіти і науки України	495671.5	57016.5	4685.3	373583.8	40.48491333
Апарат Міністерства освіти і науки України	2201180	"Проведення всеукраїнських та міжнародних олімпіад у сфері освіти, всеукраїнського конкурсу ""Учитель року"""	Міністерство освіти і науки України	4000	0	0	0	36.84373223
Апарат Міністерства освіти і науки України	2201190	Виплата академічних стипендій студентам (курсантам) вищих навчальних закладів	Міністерство освіти і науки України	3985722.5	0	0	0	-
Апарат Міністерства освіти і науки України	2201200	Пільговий проїзд студентів вищих навчальних закладів і учнів професійно-технічних училищ у залізничному, автомобільному та водному транспорті	Міністерство освіти і науки України	18000	0	0	0	0
Апарат Міністерства освіти і науки України	2201250	Підвищення кваліфікації науково-педагогічних працівників, керівних працівників і спеціалістів харчової, переробної промисловості та агропромислового комплексу, медичних та фармацевтичних кадрів	Міністерство освіти і науки України	33687.7	21043.2	3234.3	420	13.47299951
Апарат Міністерства освіти і науки України	2201280	Підготовка кадрів Київським національним університетом імені Тараса Шевченка	Міністерство освіти і науки України	1145348	0	0	16827.9	12.55110005
Апарат Міністерства освіти і науки України	2201290	Дослідження, наукові та науково-технічні розробки, проведення наукових заходів Київським національним університетом імені Тараса Шевченка, фінансова підтримка наукових об’єктів, що становлять національне надбання	Міністерство освіти і науки України	113473.8	0	0	113392.6	19.80652077
Апарат Міністерства освіти і науки України	2201310	Фізична і спортивна підготовка учнівської та студентської молоді	Міністерство освіти і науки України	82055.8	59393.1	6094.7	153	62.10222546
Апарат Міністерства освіти і науки України	2201380	Виконання зобов'язань України у сфері міжнародного науково-технічного співробітництва	Міністерство освіти і науки України	39312.5	0	199	9890.3	195.0781393
Апарат Міністерства освіти і науки України	2201410	"Дослідження на антарктичній станції ""Академік Вернадський"""	Міністерство освіти і науки України	59009	0	0	59009	8.436024198
Апарат Міністерства освіти і науки України	2201470	Здійснення зовнішнього оцінювання та моніторинг якості освіти Українським центром оцінювання якості освіти та його регіональними підрозділами	Міністерство освіти і науки України	206400.5	137703.7	2031.3	237.9	22.40190147
Апарат Міністерства освіти і науки України	2201510	Державна атестація наукових і науково-педагогічних кадрів вищої кваліфікації, ліцензування, атестація та акредитація навчальних закладів	Міністерство освіти і науки України	1200	826.2	97.2	0	-74.45387559
Апарат Міністерства освіти і науки України	2201570	"Виконання зобов’язань України у Рамковій програмі Європейського Союзу з наукових досліджень та інновацій ""Горизонт 2020"""	Міністерство освіти і науки України	312214.4	0	0	105404.8	79.79405092
Державна інспекція навчальних закладів України	2203010	Здійснення державного нагляду за діяльністю навчальних закладів	Міністерство освіти і науки України	7853.5	6186.5	173.8	0	55.99186008
Міністерство освіти і науки України (загальнодержавні витрати)	2211190	Освітня субвенція з державного бюджету місцевим бюджетам	Міністерство освіти і науки України	52593109.7	0	0	0	18.15359089
Міністерство освіти і науки України (загальнодержавні витрати)	2211210	Субвенція з державного бюджету місцевим бюджетам на модернізацію та оновлення матеріально-технічної бази професійно-технічних навчальних закладів 	Міністерство освіти і науки України	50000	0	0	50000	24.17425412
Міністерство освіти і науки України (загальнодержавні витрати)	2211220	Субвенція з державного бюджету місцевим бюджетам на надання державної підтримки особам з особливими освітніми потребами	Міністерство освіти і науки України	209458.3	0	0	0	-
Апарат Міністерства охорони здоров'я України	2301010	Керівництво та управління у сфері охорони здоров'я	Міністерство охорони здоров'я України	58175.1	42492	2693.7	0	65.42611196
Апарат Міністерства охорони здоров'я України	2301020	Дослідження, наукові і науково-технічні розробки, виконання робіт за державними цільовими програмами і державним замовленням, підготовка та підвищення кваліфікації наукових кадрів у сфері охорони здоров'я, фінансова підтримка розвитку наукової інфраструктури та об’єктів, що становлять національне надбання	Міністерство охорони здоров'я України	118164.3	0	0	118164.3	25.94612534
Апарат Міністерства охорони здоров'я України	2301040	Проведення епідеміологічного нагляду (спостереження), діяльність лабораторних підрозділів Центру громадського здоров'я та заходи боротьби з епідеміями	Міністерство охорони здоров'я України	1472229.3	972001	103851.6	29978.6	26.66029043
Апарат Міністерства охорони здоров'я України	2301070	Підготовка і підвищення кваліфікації медичних та фармацевтичних, наукових та науково-педагогічних кадрів вищими навчальними закладами ІІІ і ІV рівнів акредитації 	Міністерство охорони здоров'я України	3772638	0	0	431394.9	27.54199536
Апарат Міністерства охорони здоров'я України	2301080	Підвищення кваліфікації медичних та фармацевтичних кадрів  та підготовка наукових і науково-педагогічних кадрів у сфері охорони здоров'я, підготовка та підвищення кваліфікації осіб з надання домедичної допомоги	Міністерство охорони здоров'я України	353569.8	232012.5	22027.3	3750	35.06715534
Апарат Міністерства охорони здоров'я України	2301090	Методичне забезпечення діяльності медичних (фармацевтичних) вищих навчальних закладів та закладів післядипломної освіти	Міністерство охорони здоров'я України	2008.6	1645.3	0	0	40.88036989
Апарат Міністерства охорони здоров'я України	2301110	Спеціалізована та високоспеціалізована медична допомога, що надається загальнодержавними закладами охорони здоров'я	Міністерство охорони здоров'я України	877828.5	451379	81135.1	21593.3	-9.358944979
Апарат Міністерства охорони здоров'я України	2301120	Підготовка медичних і фармацевтичних кадрів вищими навчальними закладами І і ІІ рівнів акредитації	Міністерство охорони здоров'я України	66033.5	0	0	1189.8	24.11568589
Апарат Міністерства охорони здоров'я України	2301170	Діагностика і лікування захворювань  із впровадженням експериментальних та нових медичних технологій у закладах охорони здоров'я науково-дослідних установ та  вищих навчальних медичних закладах Міністерства охорони здоров'я України	Міністерство охорони здоров'я України	1167041.4	475061	93375.7	42837	29.79952552
Апарат Міністерства охорони здоров'я України	2301180	Санаторне лікування хворих на туберкульоз та дітей і підлітків з соматичними захворюваннями	Міністерство охорони здоров'я України	391209.9	203917.3	53973.1	770.3	20.42322599
Апарат Міністерства охорони здоров'я України	2301200	Спеціалізована консультативна амбулаторно-поліклінічна та стоматологічна допомога, що надається вищими навчальними закладами, науково-дослідними установами та загальнодержавними закладами охорони здоров'я	Міністерство охорони здоров'я України	133694.9	95466.2	7259.3	275.1	17.22162466
Апарат Міністерства охорони здоров'я України	2301280	"Виконання боргових зобов'язань за кредитами, залученими ДП ""Укрмедпостач"" під державні гарантії, для реалізації інвестиційного проекту, оплата податкових зобов’язань (з урахуванням штрафних санкцій), що виникли в рамках реалізації інвестиційного проекту"	Міністерство охорони здоров'я України	380802.4	0	0	0	6.996188866
Апарат Міністерства охорони здоров'я України	2301350	Організація і регулювання діяльності установ та окремі заходи у системі охорони здоров'я	Міністерство охорони здоров'я України	188759.4	46618.7	4399.4	0	14.38378613
Апарат Міністерства охорони здоров'я України	2301360	Лікування громадян України за кордоном	Міністерство охорони здоров'я України	203948.9	0	0	0	-47.36046175
Апарат Міністерства охорони здоров'я України	2301400	Забезпечення медичних заходів окремих державних програм та комплексних заходів програмного характеру	Міністерство охорони здоров'я України	5949019	0	0	0	50.60912996
Апарат Міністерства охорони здоров'я України	2301410	Функціонування Національної наукової медичної бібліотеки, збереження та популяризація історії медицини	Міністерство охорони здоров'я України	32917.3	24561.1	1547.2	520	35.85035007
Апарат Міністерства охорони здоров'я України	2301510	Заходи із реабілітації хворих на дитячий церебральний параліч у Міжнародній клініці відновного лікування 	Міністерство охорони здоров'я України	11154	0	0	0	0.105490401
Апарат Міністерства охорони здоров'я України	2301610	Поліпшення охорони здоров`я на службі у людей	Міністерство охорони здоров'я України	150000	0	0	0	?
Апарат Міністерства охорони здоров'я України	2301810	Будівництво сучасного лікувально-діагностичного комплексу Національної дитячої спеціалізованої лікарні «Охматдит»	Міністерство охорони здоров'я України	380000	0	0	380000	4.284237451
Апарат Міністерства охорони здоров'я України	2301820	"Добудова лікувального корпусу Державного закладу ""Прикарпатський центр репродукції людини на вул. Чорновола, 51-Г, в м. Івано-Франківську""  "	Міністерство охорони здоров'я України	65432	0	0	65432	-
Апарат Міністерства охорони здоров'я України	2301830	Покращення якості променевої терапії при лікуванні онкологічних захворювань в Національному інституті раку	Міністерство охорони здоров'я України	3360	0	0	3360	-
Апарат Міністерства охорони здоров'я України	2301840	Запровадження медичної інформаційної системи в Національному інституті раку	Міністерство охорони здоров'я України	20295	0	0	20295	-
Апарат Міністерства охорони здоров'я України	2301850	Реконструкція і розширення Національного інституту раку 	Міністерство охорони здоров'я України	124211	0	0	124211	-
Державна служба з лікарських засобів та контролю за наркотиками	2307010	Керівництво та управління у сфері лікарських засобів та контролю за наркотиками	Міністерство охорони здоров'я України	78539.2	57222.6	2913	0	62.84488549
Міністерство охорони здоров'я України (загальнодержавні витрати)	2311160	Субвенція з державного бюджету місцевим бюджетам на придбання витратних матеріалів для закладів охорони здоров'я та лікарських засобів для інгаляційної анестезії	Міністерство охорони здоров'я України	18972.6	0	0	0	2.915681216
Міністерство охорони здоров'я України (загальнодержавні витрати)	2311300	Субвенція з державного бюджету місцевим бюджетам на придбання медикаментів та виробів медичного призначення для забезпечення швидкої медичної допомоги	Міністерство охорони здоров'я України	137992.3	0	0	0	1.358606829
Міністерство охорони здоров'я України (загальнодержавні витрати)	2311410	Медична субвенція з державного бюджету місцевим бюджетам	Міністерство охорони здоров'я України	55540108.4	0	0	0	24.99548241
Міністерство охорони здоров'я України (загальнодержавні витрати)	2311450	Субвенція з державного бюджету місцевим бюджетам на придбання ангіографічного обладнання	Міністерство охорони здоров'я України	150000	0	0	150000	-
Міністерство охорони здоров'я України (загальнодержавні витрати)	2311460	Субвенція з державного бюджету місцевим бюджетам на відшкодування вартості лікарських засобів для лікування окремих захворювань	Міністерство охорони здоров'я України	500000	0	0	0	-
Міністерство охорони здоров'я України (загальнодержавні витрати)	2311600	"Субвенція з державного бюджету місцевим бюджетам на реформування регіональних систем охорони здоров’я для здійснення  заходів з виконання спільного з Міжнародним банком реконструкції та розвитку проекту ""Поліпшення охорони здоров'я на службі у людей"""	Міністерство охорони здоров'я України	500000	0	0	459538.5	178.2183161
Апарат Міністерства екології та природних ресурсів України	2401010	Загальне керівництво та управління у сфері екології та природних ресурсів	Міністерство екології та природних ресурсів України	70080.4	43247.6	5085	900	76.23945969
Апарат Міністерства екології та природних ресурсів України	2401040	Прикладні наукові та науково-технічні розробки, виконання робіт за державними цільовими програмами і державним замовленням у сфері природоохоронної діяльності, фінансова підтримка підготовки наукових кадрів	Міністерство екології та природних ресурсів України	25745.6	0	0	25745.6	-2.956882011
Апарат Міністерства екології та природних ресурсів України	2401090	Підвищення кваліфікації та перепідготовка у сфері екології та природних ресурсів, підготовка наукових та науково-педагогічних кадрів	Міністерство екології та природних ресурсів України	23653.1	14447	1904.4	2070.9	70.89179521
Апарат Міністерства екології та природних ресурсів України	2401160	Збереження природно-заповідного фонду	Міністерство екології та природних ресурсів України	257649.2	190297.5	4138.4	457.4	65.03662652
Апарат Міністерства екології та природних ресурсів України	2401270	Здійснення природоохоронних заходів	Міністерство екології та природних ресурсів України	360290.6	0	0	339365.6	152.2038052
Апарат Міністерства екології та природних ресурсів України	2401500	Здійснення заходів щодо реалізації пріоритетів розвитку сфери охорони навколишнього природного середовища	Міністерство екології та природних ресурсів України	1000	0	0	1000	-98.86923677
Апарат Міністерства екології та природних ресурсів України	2401520	Забезпечення діяльності Національного центру обліку викидів парникових газів	Міністерство екології та природних ресурсів України	2076.7	1627.7	57.3	0	18.8066458
Апарат Міністерства екології та природних ресурсів України	2401530	Державна підтримка заходів, спрямованих на зменшення обсягів викидів (збільшення абсорбції) парникових газів, у тому числі на утеплення приміщень закладів соціального забезпечення, розвиток міжнародного співробітництва з питань зміни клімату	Міністерство екології та природних ресурсів України	1000	0	0	1000	-99.91795891
Державна служба геології та надр України	2404010	Керівництво та управління у сфері геологічного вивчення та використання надр	Міністерство екології та природних ресурсів України	37270	15510	524.5	2000	77.62688134
Державна служба геології та надр України	2404020	Розвиток мінерально-сировинної бази	Міністерство екології та природних ресурсів України	100000	0	0	100000	45.29329631
Державна екологічна інспекція України	2405010	Керівництво та управління у сфері екологічного контролю	Міністерство екології та природних ресурсів України	242425.6	184105.2	5655	0	62.72432074
Національна комісія з радіаційного захисту населення України	2406010	Керівництво та управління у сфері радіаційного захисту населення	Міністерство екології та природних ресурсів України	815	632.8	24	0	18.35512745
Державне агентство водних ресурсів України	2407010	Керівництво та управління у сфері водного господарства	Міністерство екології та природних ресурсів України	18754.9	14564.1	506.8	0	76.97093155
Державне агентство водних ресурсів України	2407020	Прикладні наукові та науково-технічні розробки, виконання робіт за державним замовленням у сфері розвитку водного господарства	Міністерство екології та природних ресурсів України	196.1	0	0	196.1	16.58739596
Державне агентство водних ресурсів України	2407040	Підвищення кваліфікації кадрів у сфері водного господарства	Міністерство екології та природних ресурсів України	5673.4	3522.6	806.4	15	34.91315543
Державне агентство водних ресурсів України	2407050	Експлуатація державного водогосподарського комплексу та управління водними ресурсами	Міністерство екології та природних ресурсів України	2398777.3	1086891.4	743217.2	94765.5	2.205215308
Державне агентство водних ресурсів України	2407070	Захист від шкідливої дії вод сільських населених пунктів та сільськогосподарських угідь, в тому числі в басейні р. Тиса у Закарпатській області	Міністерство екології та природних ресурсів України	200	0	0	200	-98.40666424
Державне агентство водних ресурсів України	2407120	Розвиток та поліпшення екологічного стану зрошуваних та осушених систем	Міністерство екології та природних ресурсів України	30000	0	0	30000	-
Державне агентство водних ресурсів України	2407800	Реконструкція гідротехнічних споруд захисних масивів дніпровських водосховищ	Міністерство екології та природних ресурсів України	37395	0	0	37395	18.19342672
Державне агентство України з управління зоною відчуження	2408010	Керівництво та управління діяльністю у зоні відчуження	Міністерство екології та природних ресурсів України	8453.3	6415.5	408.4	0	41.6416324
Державне агентство України з управління зоною відчуження	2408040	"Внески України до Чорнобильського фонду ""Укриття"" та до рахунку ядерної безпеки ЄБРР"	Міністерство екології та природних ресурсів України	866989.6	0	0	0	15.87376008
